timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1667623350005,1886,Request1,200,OK,Thread Group 1-5,text,true,,18141,230,10,10,https://www.google.com/,1364,0,0
1667623350005,1364,Request1-0,301,Moved Permanently,Thread Group 1-5,text,true,,703,113,10,10,https://google.com/,1364,0,0
1667623351368,523,Request1-1,200,OK,Thread Group 1-5,text,true,,17438,117,10,10,https://www.google.com/,519,0,0
1667623351343,850,Request1,200,OK,Thread Group 1-2,text,true,,18188,230,10,10,https://www.google.com/,324,0,0
1667623351343,324,Request1-0,301,Moved Permanently,Thread Group 1-2,text,true,,703,113,10,10,https://google.com/,324,0,0
1667623351667,526,Request1-1,200,OK,Thread Group 1-2,text,true,,17485,117,10,10,https://www.google.com/,515,0,0
1667623350538,1682,Request1,200,OK,Thread Group 1-7,text,true,,18160,230,10,10,https://www.google.com/,332,0,0
1667623350538,332,Request1-0,301,Moved Permanently,Thread Group 1-7,text,true,,703,113,10,10,https://google.com/,332,0,0
1667623350870,1350,Request1-1,200,OK,Thread Group 1-7,text,true,,17457,117,10,10,https://www.google.com/,1339,0,0
1667623350735,1528,Request1,200,OK,Thread Group 1-9,text,true,,18229,230,10,10,https://www.google.com/,693,0,0
1667623350735,693,Request1-0,301,Moved Permanently,Thread Group 1-9,text,true,,703,113,10,10,https://google.com/,693,0,0
1667623351428,835,Request1-1,200,OK,Thread Group 1-9,text,true,,17526,117,10,10,https://www.google.com/,821,0,0
